entity_text,entity_label,normalized_entity,source_url,sentence
Dominik Koepfer,PERSON,Dominik Koepfer,https://en.wikipedia.org/wiki/2023_Wimbledon_Championships_%E2%80%93_Men%27s_singles,"‡ Rafael Nadal (15) → replaced by Roman Safiullin (98) - ‡ Jack Draper (60) → replaced by Alexandre Müller (100) - ‡ Marin Čilić (22) → replaced by Dominik Koepfer (102) - ‡ Pablo Carreño Busta (21) → replaced by Borna Gojo (103) - ‡ Karen Khachanov (11)[9] → replaced by Juan Manuel Cerúndolo (104) - @ Jan-Lennard Struff (26) → replaced by Taro Daniel (LL) - @ Gaël Monfils (35 PR) → replaced by Yosuke Watanuki (LL) - § Filip Krajinović (92) → replaced by Michael Mmoh (LL) - § Nick Kyrgios (25)[10] → replaced by Fábián Marozsán (LL) ‡ – withdrew from entry list before qualifying began @ – withdrew from entry list after qualifying began § – withdrew from main draw - ""Carlos Alcaraz beats Novak Djokovic to win Wimbledon title in final for the ages""."
Dominik Koepfer,PERSON,Dominik Koepfer,https://en.wikipedia.org/wiki/Novak_Djokovic,"At the 2024 Summer Olympics, Djokovic defeated Matthew Ebden, Rafael Nadal, Dominik Koepfer, Stefanos Tsitsipas, and Lorenzo Musetti to reach his first Olympic final.[303]"
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),The first player to win all four majors in a calendar year and thus complete a Grand Slam was Don Budge in 1938.[22]
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"""[1] Combining the Grand Slam and the non-calendar-year Grand Slam, only eight singles players on 11 occasions achieved the feat of being the reigning champion of all four majors, three men (Don Budge, Rod Laver, Novak Djokovic)[141] and five women (Maureen Connolly, Margaret Court, Martina Navratilova, Steffi Graf, Serena Williams).[142]"
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"In singles, nine men (Fred Perry, Don Budge, Roy Emerson, Rod Laver, Andre Agassi, Roger Federer, Rafael Nadal, Novak Djokovic and Carlos Alcaraz) and ten women (Maureen Connolly, Doris Hart, Shirley Fry Irvin, Margaret Court, Billie Jean King, Chris Evert, Martina Navratilova, Steffi Graf, Serena Williams, and Maria Sharapova) have completed a Career Grand Slam.[2]"
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"The feat was accomplished by Ken Rosewall in 1963[191] and Rod Laver in 1967,[192] while Ellsworth Vines, Hans Nüsslein and Don Budge have won the three major trophies during their careers.[193]"
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Novak_Djokovic,"This made Djokovic the eighth player to achieve a Career Grand Slam, third after Don Budge and Rod Laver to hold all four major titles simultaneously, and the first to earn $100 million in prize money.[188]"
Don Budge,PERSON,Don Budge,https://en.wikipedia.org/wiki/Novak_Djokovic,"Djokovic entered the US Open in contention for the Grand Slam, a feat in men's singles tennis achieved only by Don Budge in 1938 and Rod Laver in 1962 and 1969."
Donelly,PERSON,Donelly,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Donelly, Matt (4 March 2024)."
Donna Floyd,PERSON,Donna Floyd,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Part of 5 consecutive titles with Donna Floyd, Lesley Turner Bowrey and Billie Jean King."
Dorfman,PERSON,Dorfman,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Dorfman, Steve."
Doris Hart,PERSON,Doris Hart,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"In singles, nine men (Fred Perry, Don Budge, Roy Emerson, Rod Laver, Andre Agassi, Roger Federer, Rafael Nadal, Novak Djokovic and Carlos Alcaraz) and ten women (Maureen Connolly, Doris Hart, Shirley Fry Irvin, Margaret Court, Billie Jean King, Chris Evert, Martina Navratilova, Steffi Graf, Serena Williams, and Maria Sharapova) have completed a Career Grand Slam.[2]"
Doris Hart,PERSON,Doris Hart,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Only six players have completed a Career Grand Slam in both singles and doubles: one man (Roy Emerson) and five women (Margaret Court, Doris Hart, Shirley Fry Irvin, Martina Navratilova, and Serena Williams)."
Doris Hart,PERSON,Doris Hart,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Only three players have completed a Boxed Set, all women: Doris Hart, Margaret Court, and Martina Navratilova.[148]"
Doris Hart,PERSON,Doris Hart,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),- Partnered with Margaret Osborne duPont and Doris Hart.
Doris Hart,PERSON,Doris Hart,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"The others are Doris Hart and Martina Navratilova – but Court believes she missed opportunities""."
Dorćol,GPE,Dorćol,https://en.wikipedia.org/wiki/Novak_Djokovic,"During 2009, two more locations were added—one in Kragujevac and the other in Belgrade, the city's second, in September at the neighbourhood of Dorćol overlooking the playing courts of Serbia Open, whose inaugural edition took place several months earlier.[457]"
Dorćol,GPE,Dorćol,https://en.wikipedia.org/wiki/Novak_Djokovic,"With the help of Belgrade city authorities, the tournament's inaugural edition was held in May 2009 at the city-owned ""Milan Gale Muškatirović"" courts, located at an attractive spot in the Dorćol neighbourhood.[462]"
Dorćolu,GPE,Dorćolu,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Svečano otvoren NOVAK CAFE & RESTAURANT na Dorćolu!""."
Dougherty,PERSON,Dougherty,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Dougherty, Michael (17 January 2022)."
Douglas,PERSON,Douglas,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Robson, Douglas (7 June 2013)"
Douglas,PERSON,Douglas,https://en.wikipedia.org/wiki/US_Open_(tennis),"- Robson, Douglas"
Douglas Robson,PERSON,Douglas Robson,https://en.wikipedia.org/wiki/Rafael_Nadal,- Douglas Robson (30 May 2015).
Dpa International,ORG,Dpa International,https://en.wikipedia.org/wiki/US_Open_(tennis),Dpa International.
Dragonette,PERSON,Dragonette,https://en.wikipedia.org/wiki/Novak_Djokovic,"Djokovic is also featured in the music video for the song ""Hello"" by Martin Solveig and Dragonette."
Dragoo,PERSON,Dragoo,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Wasterlain, Amy S.; Braun, Hillary J.; Harris, Alex H.S.; Kim, Hyeon-Joo; Dragoo, Jason L. (4 December 2012)."
Draper,PERSON,Draper,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Nervous Carlos Alcaraz: I worried more about Draper than my own game""."
Droits TV,ORG,Droits TV,https://en.wikipedia.org/wiki/French_Open,"- ""Droits TV : France Télévisions et Amazon prolongent Roland-Garros jusqu'en 2027""."
Drucker,PERSON,Drucker,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Drucker, Joel (18 May 2010)."
Druženje Đokovića,PERSON,Druženje Đokovića,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Druženje Đokovića i dece sa Kosova""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Novak Djokovic defeats Roger Federer to win Dubai title""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Novak Djokovic defeats Stefanos Tsitsipas for Dubai title""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Novak Djokovic set for return to action in Dubai after missing Australian Open""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Novak Djokovic to lose number one ranking after defeat to Jiří Veselý in Dubai""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Novak_Djokovic,"""Daniil Medvedev to become new world No. 1 after Novak Djokovic loses Dubai quarterfinal to Jiri Veselý""."
Dubai,GPE,Dubai,https://en.wikipedia.org/wiki/Rafael_Nadal,"After another quarterfinal loss at Dubai, he won Indian Wells after beating Novak Djokovic in the final, before losing to Djokovic in the quarterfinals of Miami.[95]"
Dugalic,PERSON,Dugalic,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Dugalic, Jaschar (24 July 2025)."
Duje Ajduković.[370,PERSON,Duje Ajduković.[370,https://en.wikipedia.org/wiki/Rafael_Nadal,"At the Swedish Open in July, he reached his last career ATP Tour final with wins over Leo Borg, Cameron Norrie, Mariano Navone in a marathon match lasting four hours, and Duje Ajduković.[370]"
Duke,PERSON,Duke,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Duke, Greg (17 January 2011)."
Dur,PERSON,Dur,https://en.wikipedia.org/wiki/Novak_Djokovic,Dur
Duralast,ORG,Duralast,https://en.wikipedia.org/wiki/Rafael_Nadal,"He used Duralast 15L strings until the 2010 season, when he switched to Babolat's new, black-colored, RPM Blast string."
Dustin Brown,PERSON,Dustin Brown,https://en.wikipedia.org/wiki/Rafael_Nadal,"- ""Wimbledon 2015: Rafael Nadal beaten by Dustin Brown""."
Dustin Brown.[254,PERSON,Dustin Brown.[254,https://en.wikipedia.org/wiki/Rafael_Nadal,Nadal then lost in the second round of Halle to Dustin Brown.[254]
Dustin Brown.[274,PERSON,Dustin Brown.[274,https://en.wikipedia.org/wiki/Rafael_Nadal,He lost in the second round of Wimbledon to Dustin Brown.[274]
Duvalius djokovici,PERSON,Duvalius djokovici,https://en.wikipedia.org/wiki/Novak_Djokovic,"vered near the town of Ljubovija, Serbia, had been named Duvalius djokovici after Djokovic.[501]"
Dušan Lajović,PERSON,Dušan Lajović,https://en.wikipedia.org/wiki/Novak_Djokovic,"Reuniting with coach Marián Vajda at the Monte-Carlo Masters, Djokovic defeated Dušan Lajović and Borna Ćorić before losing to Dominic Thiem."
Dwyre,PERSON,Dwyre,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Dwyre, Bill (20 March 2011)."
Dwyre,PERSON,Dwyre,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Dwyre, Bill (15 March 2015)."
Dylan Alcott,PERSON,Dylan Alcott,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Margaret Court is the only player to complete a Grand Slam in two disciplines, singles and mixed doubles (twice), while wheelchair players Diede de Groot and Dylan Alcott have completed one in both the singles and doubles disciplines of their respective classes.[1]"
Dylan Alcott,PERSON,Dylan Alcott,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"She is currently the only singles able-bodied player to achieve it,[156][157] while Diede de Groot and Dylan Alcott also accomplished the feat, in wheelchair singles and wheelchair quad singles respectively.[158][159]"
Dzevad,GPE,Dzevad,https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,"- Mesic, Dzevad (August 17, 2021)."
E! Online,ORG,E! Online,https://en.wikipedia.org/wiki/Rafael_Nadal,E! Online.
E. Digby Baltzell,PERSON,E. Digby Baltzell,https://en.wikipedia.org/wiki/US_Open_(tennis),- E. Digby Baltzell (2013).
EL PAÍS English,GPE,EL PAÍS English,https://en.wikipedia.org/wiki/Carlos_Alcaraz,EL PAÍS English.
ESPN Deportes,ORG,ESPN Deportes,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Beginning with the 2012 tournament, coverage moved to ESPN and ESPN2, marking the second major tennis championship (after the Australian Open) where live coverage is exclusively on pay television, while ESPN Deportes provides coverage in Spanish."
ESPN International,ORG,ESPN International,https://en.wikipedia.org/wiki/Australian_Open,While it is broadcast on ESPN International in Central and Latin America.
ESPN International,ORG,ESPN International,https://en.wikipedia.org/wiki/US_Open_(tennis),"Continental Europe – Eurosport - Latin America & Caribbean – ESPN International - Middle East & North Africa – beIN Sports[71] - Southern Africa – SuperSport - Indian Subcontinent – Star Sports - Southeast Asia – SPOTV - Oceania – ESPN International Exceptions - UK and Ireland – Prime Video (2022), Sky Sports (from 2023)[72][73] - Australia – Nine Network and Stan Sport - Canada – TSN and RDS (ABC is available in selected areas closer to the border) - China – CCTV and iQIYI - Japan – Wowow - Pakistan – PTV Sports[74] - South Korea – JTBC Source[75] Sources:"
ESPN International Exceptions,ORG,ESPN International Exceptions,https://en.wikipedia.org/wiki/US_Open_(tennis),"Continental Europe – Eurosport - Latin America & Caribbean – ESPN International - Middle East & North Africa – beIN Sports[71] - Southern Africa – SuperSport - Indian Subcontinent – Star Sports - Southeast Asia – SPOTV - Oceania – ESPN International Exceptions - UK and Ireland – Prime Video (2022), Sky Sports (from 2023)[72][73] - Australia – Nine Network and Stan Sport - Canada – TSN and RDS (ABC is available in selected areas closer to the border) - China – CCTV and iQIYI - Japan – Wowow - Pakistan – PTV Sports[74] - South Korea – JTBC Source[75] Sources:"
ESPN News,ORG,ESPN News,https://en.wikipedia.org/wiki/Rafael_Nadal,ESPN News.
ESPN Sports,ORG,ESPN Sports,https://en.wikipedia.org/wiki/Rafael_Nadal,ESPN Sports.
ESPN Tennis,ORG,ESPN Tennis,https://en.wikipedia.org/wiki/Rafael_Nadal,ESPN Tennis/French06.
Each August,DATE,Each August,https://en.wikipedia.org/wiki/US_Open_(tennis),"Each August before the start of the tournament, the courts are resurfaced.[54]"
Each year,DATE,Each year,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Each year the tournament begins on the last Monday in June or first Monday in July, two weeks after the Queen's Club Championships, which is one of the men's major warm-up tournaments, together with the Halle Open, which is held in Halle, Germany, during the same week."
Eastbourne,GPE,Eastbourne,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Other grass-court tournaments before Wimbledon are Eastbourne, Great Britain, and Rosmalen in the Netherlands, both combining mixed events."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Hansen, James; Eccleshare, Charlie."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Eccleshare, Charlie (24 April 2025)."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Futterman, Matthew; Eccleshare, Charlie (5 September 2025)."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Eccleshare, Charlie (28 May 2025)."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Futterman, Matthew; Eccleshare, Charlie (24"
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Eccleshare, Charlie (6 January 2026)."
Eccleshare,PERSON,Eccleshare,https://en.wikipedia.org/wiki/Wimbledon_Championships,"CS1 maint: deprecated archival service (link) - Froston, Nancy; Eccleshare, Charlie (17 October 2023)."
Eckstein,PERSON,Eckstein,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Eckstein, Jeremy (17 February 2012)."
Eckstein,PERSON,Eckstein,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Eckstein, Jeremy (17 February 2012)."
Edberg,PERSON,Edberg,https://en.wikipedia.org/wiki/French_Open,Hingis; McEnroe and Edberg lost their only French Open finals appearances in five sets.
Edberg,PERSON,Edberg,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Retrieved 27 August 2024 – via Trove. - ""Edberg takes junior crown""."
Edmonds,PERSON,Edmonds,https://en.wikipedia.org/wiki/Wimbledon_Championships,"- Edmonds, Lizzie (8 July 2021)."
Edoardo Artaldi,PERSON,Edoardo Artaldi,https://en.wikipedia.org/wiki/Novak_Djokovic,"In 2008, he began working with Italian agent Edoardo Artaldi, who, alongside his wife Elena Capellaro, managed Djokovic's affairs and logistics.[406]"
Edworthy,PERSON,Edworthy,https://en.wikipedia.org/wiki/French_Open,"- Edworthy, Sarah (2 June 2019)."
Eichenholz,PERSON,Eichenholz,https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,"- Eichenholz, Andrew (24 May 2022)."
Eir Sport,ORG,Eir Sport,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Its successor, Eir Sport, took over broadcasting rights in Ireland until its demise in 2021."
El Palmar,GPE,El Palmar,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Carlos Alcaraz Garfia was born on 5 May 2003, in El Palmar, Murcia, Spain, to parents Carlos Alcaraz González and Virginia Garfia Escandón."
El Palmar,GPE,El Palmar,https://en.wikipedia.org/wiki/Carlos_Alcaraz,It is headquartered in El Palmar and operates in partnership with local schools.[356][357]
El País,ORG,El País,https://en.wikipedia.org/wiki/Carlos_Alcaraz,El País (in Spanish).
El País,ORG,El País,https://en.wikipedia.org/wiki/Rafael_Nadal,El País.
ElPozo Alimentación,ORG,ElPozo Alimentación,https://en.wikipedia.org/wiki/Carlos_Alcaraz,ElPozo Alimentación –. Elpozo.com.
"ElPozo,[308",ORG,"ElPozo,[308",https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Alcaraz is also a brand ambassador for Brazilian bank Itaú,[306] Spanish dermocosmetics company Isdin,[307] Spanish food company ElPozo,[308] and German automobile manufacturer BMW under their BMW Spain division.[309]"
Elbaba,PERSON,Elbaba,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- Elbaba, Julia (9 June 2024)."
Eleanor,PERSON,Eleanor,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Crooks, Eleanor (15 November 2019)."
Elena Capellaro,PERSON,Elena Capellaro,https://en.wikipedia.org/wiki/Novak_Djokovic,"In 2008, he began working with Italian agent Edoardo Artaldi, who, alongside his wife Elena Capellaro, managed Djokovic's affairs and logistics.[406]"
Elizabeth,PERSON,Elizabeth,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Hudson, Elizabeth (15 May 2011)."
Elizabeth,PERSON,Elizabeth,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Doerr, Elizabeth (5 July 2014)."
Elizabeth II,PERSON,Elizabeth II,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Now, players are required to bow or curtsy only if the Prince of Wales or the King is present,[82] as was in practice during the 2010 Championships when Elizabeth II was in attendance at Wimbledon on 24 June.[83]"
Ellen Hansell,PERSON,Ellen Hansell,https://en.wikipedia.org/wiki/US_Open_(tennis),The winner was 17-year-old Philadelphian Ellen Hansell.
Elliot,PERSON,Elliot,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Ball, Elliot (14 September 2010)."
Ellis Cashmore,PERSON,Ellis Cashmore,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Social commentator Ellis Cashmore describes Wimbledon as having ""a David Niven-ish propriety"", in trying to conform to the standards of behaviour regarded as common in the 1950s."
Ellsworth Vines,PERSON,Ellsworth Vines,https://en.wikipedia.org/wiki/Australian_Open,"Thus, many players had never played the Austral(as)ian amateur or open championships: the Doherty brothers, William Larned, Maurice McLoughlin, Beals Wright, Bill Johnston, Bill Tilden, René Lacoste, Henri Cochet, Bobby Riggs, Jack Kramer, Ted Schroeder, Pancho Gonzales, Budge Patty, and others, while Brookes, Ellsworth Vines, Jaroslav Drobný, came just once."
Ellsworth Vines,PERSON,Ellsworth Vines,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"The feat was accomplished by Ken Rosewall in 1963[191] and Rod Laver in 1967,[192] while Ellsworth Vines, Hans Nüsslein and Don Budge have won the three major trophies during their careers.[193]"
Ellsworth Vines,PERSON,Ellsworth Vines,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- McCauley 2003. - Tennis Myth and Method (1978), Ellsworth Vines and Gene Vier (ISBN 9780670696659), page 52 - Shannon 1981, pp. 62–64."
Elmer Møller.[28,PERSON,Elmer Møller.[28,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"In July, he won the Dutch Junior Open, defeating Filip Kolasinski in the final,[27] and weeks later captured the European 16-and-under Championship by defeating Elmer Møller.[28]"
Elpozo.com,ORG,Elpozo.com,https://en.wikipedia.org/wiki/Carlos_Alcaraz,ElPozo Alimentación –. Elpozo.com.
Elton John AIDS Foundation,ORG,Elton John AIDS Foundation,https://en.wikipedia.org/wiki/Rafael_Nadal,"Nadal supports or has supported other charities, such as City Harvest, Elton John AIDS Foundation, Laureus Sport for Good Foundation and Small Steps Project.[508][better source needed][509]"
Emerson,PERSON,Emerson,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Four men (Emerson, Laver, Djokovic, and Nadal) and five women (Court, Evert, Navratilova, Graf, Williams) have achieved the feat more than once over the course of their careers.[144][145][146]"
Emil Ruusuvuori,PERSON,Emil Ruusuvuori,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"Alcaraz received a wildcard at the Miami Open, where he lost in the first round to Emil Ruusuvuori."
Emil Ruusuvuori,PERSON,Emil Ruusuvuori,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Emil Ruusuvuori vs. Carlos Alcaraz Miami 2021 Round of 128 | Match Stats""."
Emily,PERSON,Emily,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"Forder-White, Emily (ed.)."
Emily,PERSON,Emily,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Shapiro, Emily (23 June 2020)."
Emily,PERSON,Emily,https://en.wikipedia.org/wiki/Novak_Djokovic,"- Siegel, Emily (30 August 2016)."
Emily,PERSON,Emily,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Benammar, Emily (8 July 2008)."
Emily Davison,PERSON,Emily Davison,https://en.wikipedia.org/wiki/Wimbledon_Championships,"""It Wasn't Just Emily Davison! Sport, Suffrage and Society in Edwardian Britain""."
Emirates,ORG,Emirates,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Starting in 2024, Emirates started sponsoring Wimbledon for the first time alongside the Australian Open, French Open and the US Open tennis championships."
Emirates ATP,ORG,Emirates ATP,https://en.wikipedia.org/wiki/Rafael_Nadal,"- ""Nadal Clinches Year-End No. 1 Emirates ATP Ranking For Fourth Time | ATP Tour | Tennis""."
Emirates Airline,ORG,Emirates Airline,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- ""Emirates Airline and USTA Unveil Landmark Partnership for US Open and US Open Series""."
Emirates Airline US Open Series,ORG,Emirates Airline US Open Series,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),Emirates Airline US Open Series.
Emma Raducanu,PERSON,Emma Raducanu,https://en.wikipedia.org/wiki/Carlos_Alcaraz,His mixed doubles partnership with Emma Raducanu at the 2025 US Open caused a media frenzy due to speculation about their personal relationship.[330][331][332]
Emma Raducanu,PERSON,Emma Raducanu,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"""How Emma Raducanu and Carlos Alcaraz became the hottest rumour on the tennis circuit""."
Emma Raducanu,PERSON,Emma Raducanu,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Carlos Alcaraz, Emma Raducanu and a world of shipping"". ESPN.com. 18 August 2025."
Emporio Armani Underwear,ORG,Emporio Armani Underwear,https://en.wikipedia.org/wiki/Rafael_Nadal,Nadal was the face of Emporio Armani Underwear and Armani Jeans for the spring/summer 2011 collection.[515][516]
Emporio Armani Underwear,ORG,Emporio Armani Underwear,https://en.wikipedia.org/wiki/Rafael_Nadal,"""Rafael Nadal Replaces Cristiano Ronaldo as the New Face of Emporio Armani Underwear""."
Encyclopedia Britannica,ORG,Encyclopedia Britannica,https://en.wikipedia.org/wiki/Rafael_Nadal,Encyclopedia Britannica.
Enfield,PERSON,Enfield,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),Enfield [Eng.]: Guinness Superlatives.
England,GPE,England,https://en.wikipedia.org/wiki/Wimbledon_Championships,"Because of the summer climate in southern England, Wimbledon employs 'Court Attendants' each year, who work to maintain court conditions."
Equelite JC Ferrero Sport Academy,ORG,Equelite JC Ferrero Sport Academy,https://en.wikipedia.org/wiki/Carlos_Alcaraz,Equelite JC Ferrero Sport Academy (in Spanish).
Eqvita,ORG,Eqvita,https://en.wikipedia.org/wiki/Novak_Djokovic,"On 10 April 2016, while in town for the Monte-Carlo Masters, Djokovic opened a vegan restaurant called Eqvita in Monte Carlo.[464]"
Eqvita,ORG,Eqvita,https://en.wikipedia.org/wiki/Novak_Djokovic,"""Novak Djokovic Opens Vegan Restaurant, Eqvita, In Monte Carlo""."
Eqvita,ORG,Eqvita,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Eqvita""."
Eric,PERSON,Eric,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Dodds, Eric (7 June 2013)."
Ernests Gulbis,PERSON,Ernests Gulbis,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""What you should know about Ernests Gulbis, who beat Roger Federer in Paris""."
Ernests Gulbis.[91,PERSON,Ernests Gulbis.[91,https://en.wikipedia.org/wiki/Novak_Djokovic,"Djokovic began the year at the Brisbane International, where he was upset in the first round by fellow Pilić academy trainee[90] Ernests Gulbis.[91]"
España,GPE,España,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Los tesoros de Alcaraz darán el salto de Murcia a toda España""."
Essentially Sports,ORG,Essentially Sports,https://en.wikipedia.org/wiki/Rafael_Nadal,Essentially Sports.
EssentiallySports,ORG,EssentiallySports,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),EssentiallySports.
EssentiallySports,ORG,EssentiallySports,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),"- Banerjee, Ankita (12 July 2024). "". EssentiallySports."
EssentiallySports,ORG,EssentiallySports,https://en.wikipedia.org/wiki/Novak_Djokovic,EssentiallySports. essentiallysports.com.
EssentiallySports,ORG,EssentiallySports,https://en.wikipedia.org/wiki/Novak_Djokovic,EssentiallySports.
Estadísticas de Partido,ORG,Estadísticas de Partido,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- ""Jaume Munar vs. Carlos Alcaraz Marbella 2021 Semi-Finals | Estadísticas de Partido""."
Ethan,PERSON,Ethan,https://en.wikipedia.org/wiki/Carlos_Alcaraz,"- White, Ethan (19 March 2025)."
Ethan,PERSON,Ethan,https://en.wikipedia.org/wiki/Rafael_Nadal,"- Rothstein, Ethan (7 June 2013)."
Eto'o,PERSON,Eto'o,https://en.wikipedia.org/wiki/Rafael_Nadal,"- ""Casillas denies Eto'o again in 'Iker Vs Nadal' charity game""."
Eugene Shvets,PERSON,Eugene Shvets,https://en.wikipedia.org/wiki/Wimbledon_Championships,- Eugene Shvets (4 April 2012).
EuroLeague,ORG,EuroLeague,https://en.wikipedia.org/wiki/Novak_Djokovic,"- ""Djokovic, Leclerc, and other worldwide celebrities who are in love with EuroLeague basketball"". basketnews.com."
EuroSport,ORG,EuroSport,https://en.wikipedia.org/wiki/Novak_Djokovic,"Novak Djokovic's Legacy 'May Become A Bit Messy' Due To Visa Fiasco, Says Mats Wilander, EuroSport, 8 January 2022"
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/Australian_Open,In Europe the tournament is broadcast on Eurosport.
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/Australian_Open,"In the United Kingdom, the BBC dropped its live coverage of the 2016 tournament just a month before the start due to budget cuts, leaving Eurosport as the exclusive live broadcaster.[60]"
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/Australian_Open,"- ""Eurosport wins Olympic TV"
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/Carlos_Alcaraz,Eurosport.
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/French_Open,Eurosport began broadcasting the tournament in 1989.[64]
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/French_Open,"As of 2022, Eurosport (later as TNT Sports starting from 2025) holds exclusive UK broadcast rights to the tournament.[65]"
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/French_Open,Studio presentation for the French Open on Eurosport is hosted by Barbara Schett with Mats Wilander.
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/French_Open,"Excluding France, the tournament is broadcast on Eurosport in more than 50 territories, until 2030.[70]"
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/French_Open,"- ""Eurosport secures exclusive Roland Garros rights from 2022""."
Eurosport,ORG,Eurosport,https://en.wikipedia.org/wiki/Grand_Slam_(tennis),Eurosport.
